id,asset_name,code,asset_img,asset_memo,asset_detail,start_date,check_date,seat_user,profile_user,state
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa06,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-001,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba42,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa07,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-002,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba43,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa08,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-003,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba37,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa09,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-004,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba56,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa10,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-005,,"317,571",,2022-04-05,,72ce75b9-6fa8-4a1f-b630-0362445f42b4,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa11,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-006,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba36,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa12,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-007,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba62,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa13,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-008,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba26,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa14,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-009,,"317,571",,2022-04-05,,8e8fdd29-be6d-431d-b764-5b31d3ab084c,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa15,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-010,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba47,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa16,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-011,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba40,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa17,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-012,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba41,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa18,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-013,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba28,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa19,NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-014,,"317,571",,2022-04-05,,f782b6e8-40d6-4d03-bae2-e10de09bba29,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa20,2023년형 NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-019,,"333,333",,2022-12-10,,f782b6e8-40d6-4d03-bae2-e10de09bba25,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa21,2023년형 NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-020,,"333,333",,2022-12-10,,6c632a22-2a5f-4ecd-bc73-049b97bcf007,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa22,2023년형 NEW T500HLDA 메쉬의자(TNA500HLDA)다크그레이,2204-F-021,,"333,333",,2022-12-10,,f782b6e8-40d6-4d03-bae2-e10de09bba38,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa23,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-022,,"183,230",,2023-02-09,,6c632a22-2a5f-4ecd-bc73-049b97bcf007,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa24,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-023,,"183,230",,2023-02-09,,72ce75b9-6fa8-4a1f-b630-0362445f42b4,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa25,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-024,,"183,230",,2023-02-09,,d219f975-2f4e-48fe-bb55-ff1768dbc6c7,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa26,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-025,,"183,230",,2023-02-09,,73742710-e64e-4308-9d77-3906702a35e7,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa27,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-026,,"183,230",,2023-02-09,,8e8fdd29-be6d-431d-b764-5b31d3ab084c,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa28,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-027,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba25,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa29,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-028,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba26,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa30,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-029,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba28,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa31,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-030,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba29,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa32,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-031,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba36,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa33,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-032,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba37,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa34,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-033,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba38,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa35,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-034,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba40,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa36,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-035,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba41,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa37,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-036,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba42,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa38,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-037,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba43,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa39,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-038,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba44,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa40,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-039,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba46,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa41,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-040,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba47,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa42,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-041,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba54,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa43,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-042,,"183,230", ,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba55,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa44,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-043,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba56,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa45,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-044,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba61,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa46,데스커 W1400*D700 컴퓨터데스크&모니터받침대,2204-F-045,,"183,230",,2023-02-09,,f782b6e8-40d6-4d03-bae2-e10de09bba62,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa47,시디즈 T50 HLDA 풀옵션 (VTNF500HLDA),2204-F-089,,"349,000",,2025-02-25,,f782b6e8-40d6-4d03-bae2-e10de09bba46,,TRUE
ab9f9cd2-ddff-48d4-90e9-60aa1deaaa48,시디즈 T50 HLDA 풀옵션 (VTNF500HLDA),2204-F-090,,"349,000",,2025-02-25,,f782b6e8-40d6-4d03-bae2-e10de09bba44,,TRUE
